Unnamed: 0.1,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,id,mode,popularity,Artist_Track
3332,3332,0.959,0.331,116.168,0.0634,0.000208,0.631,4.0,0.769,5,473067,-8.717,0.892,1XlDNpWy8dyEljyRd0RC2J,0,40,Lcd Soundsystem: Losing My Edge
3333,3333,0.963,0.0872,118.01,0.0398,0.0105,0.857,4.0,0.696,2,431520,-6.625,0.587,0Ct2XTT4UBt9Y196i0Ido2,0,46,Lcd Soundsystem: Get Innocuous!
3334,3334,0.934,0.144,126.002,0.0299,0.0272,0.274,4.0,0.562,8,266987,-3.268,0.565,63MaRhpygmnQk38HQU1gse,1,31,Cut Copy: So Haunted
3335,3335,0.576,0.114,145.073,0.0325,0.00958,1.97e-05,4.0,0.616,4,234613,-4.548,0.33,5eStu4K63j7t3ZWGGUKR7X,0,40,Santogold: Starstruck
3336,3336,0.959,0.242,124.969,0.0498,0.0421,0.93,4.0,0.581,10,292547,-3.955,0.75,0pAisVoZ7Gybjvm0q7AoVu,0,44,Cut Copy: Hearts On Fire
3337,3337,0.765,0.0773,120.16,0.0533,0.0129,0.148,4.0,0.837,1,217920,-6.373,0.824,78hS5bUitrWOBCvaj81MSd,1,29,Cut Copy: Saturdays
3338,3338,0.571,0.122,81.059,0.0493,0.0458,0.0,4.0,0.622,0,225013,-5.338,0.613,60vvp6UXG2KmLmrNvcVHa8,0,74,Cut Copy: Lights & Music (Boys Noize Happy Birthday Remix)
3339,3339,0.954,0.143,127.019,0.0414,0.0933,0.000405,4.0,0.837,8,287907,-3.512,0.971,6G7d2cbkZSaAOE0H6K1ohb,0,39,Madonna: Give It To Me
3340,3340,0.957,0.253,183.871,0.153,0.00142,0.156,4.0,0.477,7,215160,-2.644,0.6,7I8IDnrsXCMnC7sUu5njJ3,0,34,Santogold: Say Aha
3341,3341,0.949,0.0713,150.056,0.0958,0.0116,0.327,4.0,0.871,10,212640,-4.184,0.93,1R8etuv3qj7U25OscBUYY6,1,35,Santogold: Unstoppable
3342,3342,0.871,0.145,124.025,0.0311,0.24,0.38,4.0,0.605,2,244587,-5.609,0.464,0qVCjNohW24a8wLwxhkJir,1,29,Lily Allen: I Could Say
3343,3343,0.452,0.0381,120.017,0.0473,0.00495,0.0131,4.0,0.771,11,364507,-6.355,0.35,2Gx4ofo5H3n2WdvJ1vuiYu,0,29,Madonna: She'S Not Me
3344,3344,0.877,0.0699,162.477,0.0532,0.0118,4.95e-05,4.0,0.45,9,212707,-6.403,0.891,5Th6EdNVhxp0TPX41ZLZk6,1,53,Blondie: One Way Or Another
3345,3345,0.336,0.417,103.87,0.0363,0.862,0.11,4.0,0.617,4,419680,-10.661,0.0393,3HsVXfHu4n3ak1CfwBwMA8,0,35,Devotchka: How It Ends
3346,3346,0.209,0.101,137.042,0.0279,0.679,0.000443,4.0,0.34,0,244133,-11.869,0.144,6EIVLz5xM1xE29r0OmIkWt,1,61,Glen Hansard & Markéta Irglová: Falling Slowly
3347,3347,0.435,0.272,97.202,0.0306,0.249,0.000165,3.0,0.227,0,335467,-7.797,0.067,3VFpxvsO8mT1khBBLMNEVn,1,6,Spiritualized: Anything More
3348,3348,0.618,0.0881,108.961,0.0317,0.0192,0.0,4.0,0.623,6,235533,-6.559,0.695,7ghRxoeMc7arAlJ8wnytFP,0,3,Starlight Mints: Seventeen Devils
3349,3349,0.501,0.255,100.043,0.0818,0.216,0.0123,4.0,0.802,5,214880,-8.024,0.71,2ViLeJgYQkn9BLbnxE1v1t,1,36,Nouvelle Vague: Heart Of Glass
3350,3350,0.543,0.0967,143.117,0.0283,0.145,2.73e-05,4.0,0.469,5,193187,-9.734,0.709,44xEH5atogOCrwGI28VPdL,1,15,Camera Obscura: Keep It Clean
3351,3351,0.834,0.368,114.568,0.0555,0.0371,0.00114,4.0,0.211,11,206573,-6.229,0.203,3CNA7e4Q5ynawaSsuqUkkO,0,11,I Am Kloot: Cuckoo
3352,3352,0.438,0.0767,128.088,0.0299,0.725,0.305,4.0,0.645,7,191573,-10.343,0.898,4lyV7BUIrW5XAP5rX0v3LQ,1,37,Cat Power: Living Proof
3353,3353,0.537,0.0889,126.322,0.0313,0.818,0.392,4.0,0.503,0,190667,-9.876,0.528,2xdBdIu2gnCF8oMB5OYmpK,1,13,Tilly And The Wall: I Always Knew
3354,3354,0.277,0.349,170.932,0.104,0.932,0.156,5.0,0.685,0,250867,-16.097,0.698,6a8QMBzQk85DIpunQpFsgX,1,0,Hanne Hukkelberg: Ease
3355,3355,0.498,0.089,97.368,0.0257,0.35,0.0451,4.0,0.564,9,176800,-6.896,0.245,3GoYVxMWfMWzq35I6oIskP,0,22,Charlotte Gainsbourg: The Songs That We Sing
3356,3356,0.354,0.129,152.062,0.0474,0.632,0.0196,4.0,0.823,1,203013,-8.809,0.199,0AcZL4zY29jBlVp2lVA23O,1,43,The Blow: True Affection
3357,3357,0.482,0.283,98.876,0.0605,0.573,0.00283,4.0,0.47,6,242960,-9.993,0.283,0rAsGFJKV83RLWZJumFNyS,1,21,Architecture In Helsinki: Maybe You Can Owe Me
3358,3358,0.512,0.132,119.971,0.0273,0.659,0.136,4.0,0.786,1,240880,-9.069,0.592,64fSJEIZqj8LvZctBdgLOq,1,40,Nouvelle Vague: I Melt With You
3359,3359,0.444,0.109,131.93,0.138,0.849,1.15e-05,4.0,0.708,7,136947,-10.022,0.384,6V9CyMTX8gGNpC1r9bHdjk,1,27,Camille: Assise
3360,3360,0.454,0.104,150.165,0.0322,0.486,0.172,4.0,0.637,7,227093,-9.162,0.208,06eLSwUFhd9Gufpx7IC8ja,1,19,Au Revoir Simone: Fallen Snow
3361,3361,0.88,0.656,137.612,0.0445,0.00559,0.46,4.0,0.6,0,235053,-7.292,0.816,7dRuPQkOrw5oD0Kke6ZWBQ,1,36,Joy Division: Colony
3362,3362,0.273,0.0827,135.092,0.047,0.743,1.12e-05,4.0,0.807,7,198560,-13.532,0.559,3XxN56ekZu2hCb61qobiSq,1,9,Tori Amos: Mr. Bad Man
3363,3363,0.749,0.0711,112.388,0.0277,1.64e-05,2.51e-05,3.0,0.52,4,195680,-6.21,0.353,4YV8otivWlvvWULDfgIV8S,0,42,Placebo: Protect Me From What I Want
3364,3364,0.903,0.197,167.985,0.079,3.55e-05,0.794,4.0,0.354,4,161027,-3.264,0.797,4xcqzr7HNHzlx9QnsZxYMP,1,23,Klaxons: Totem On The Timeline
3365,3365,0.611,0.0917,140.956,0.0337,0.00576,7.65e-06,4.0,0.489,6,218333,-5.675,0.193,3QCNDusgteS3LdSpjLZdli,1,46,Paramore: We Are Broken
3366,3366,0.292,0.105,152.413,0.116,0.244,0.0203,4.0,0.854,8,188333,-12.417,0.359,22dW17CtWPQVYtMcw9q5ye,1,30,Feist: When I Was A Young Girl
3367,3367,0.825,0.329,156.071,0.0545,0.00191,0.0,4.0,0.531,7,171520,-5.333,0.825,5eoZTdiq4C4aoEfUwAN0ha,0,67,My Brightest Diamond: The Good & The Bad Guy
3368,3368,0.857,0.206,118.293,0.0487,0.326,0.0,4.0,0.416,4,104533,-2.419,0.508,3nl6JaAFXRzZOkGzgIuaCT,0,12,Gossip: Heartbeats
3369,3369,0.788,0.0696,159.881,0.0504,0.00548,0.0,4.0,0.439,9,226600,-5.451,0.692,14KahZKAOW1Tp5DV8ayJSu,1,39,The Frames: Revelate
3370,3370,0.266,0.215,114.014,0.0297,0.772,0.00937,4.0,0.733,9,175987,-11.718,0.0784,3yQaqdN6WLrhBsigizCkW5,0,23,Pj Harvey: The Devil
3371,3371,0.455,0.0884,121.993,0.0447,0.000679,0.000134,4.0,0.851,9,188080,-5.792,0.924,02ISLTUYF5GUjKrL7zvRb9,0,32,New Young Pony Club: Ice Cream
3372,3372,0.884,0.322,109.97,0.0436,0.000678,0.0311,4.0,0.66,11,211573,-5.645,0.593,3DNKqK01S0oPITtfbOQm6S,1,14,New Young Pony Club: Hiding On The Staircase
3373,3373,0.62,0.31,124.988,0.03,0.00873,0.000252,4.0,0.664,2,223053,-5.102,0.715,6SGk2ZPfJUI2bcBdjzScnM,1,21,New Young Pony Club: Get Lucky
3374,3374,0.836,0.128,136.989,0.0334,0.00474,0.00754,4.0,0.723,9,267680,-4.157,0.962,4NE0mPF77mBHc7q9K8djGj,0,22,New Young Pony Club: The Get Go
3375,3375,0.378,0.103,127.008,0.0282,0.22,0.0654,4.0,0.765,10,236520,-9.656,0.248,0P9eFGLSk0556AX8ZDfB2c,1,15,Sera Cahoone: Only As The Day Is Long
3376,3376,0.651,0.625,103.031,0.036,0.235,0.000208,4.0,0.529,9,252987,-9.519,0.393,1HkiZNOXJhWMou9b2jkIcT,1,27,Ayreon: Connect The Dots
3377,3377,0.616,0.0501,112.442,0.0346,0.352,0.0,4.0,0.552,1,162373,-9.785,0.644,4s6LhHAV5SEsOV0lC2tjvJ,0,61,The Mamas & The Papas: California Dreamin'
3378,3378,0.562,0.125,127.008,0.0401,0.0674,0.39,4.0,0.726,0,189280,-10.005,0.553,0I4tZsjwfKXDyIJWZxJYfe,0,20,Zoot Woman: Taken It All
3379,3379,0.504,0.0969,119.659,0.0843,0.119,0.0398,4.0,0.688,10,152320,-7.896,0.417,4GcpG6ANSwxp9RPUFoHAZB,0,16,The Blow: The Big U
3380,3380,0.377,0.112,115.011,0.03,0.856,0.893,4.0,0.723,2,265907,-11.766,0.552,0hPtHWJ4VvJ2gsiqpiaVuY,0,8,Husky Rescue: City Lights
3381,3381,0.628,0.0794,154.975,0.178,0.0756,0.0262,4.0,0.814,5,132933,-5.638,0.719,3YT9zRUZCWN91gXR9JqVrq,1,19,The Blow: Pile Of Gold
3382,3382,0.77,0.216,165.76,0.0367,0.33,0.0,4.0,0.519,4,164293,-3.478,0.877,5r6vt9Z80fHJEtGeQwLoIV,0,6,Lucky Soul: Ain'T Never Been Cool
3383,3383,0.355,0.123,139.559,0.0346,0.624,4.87e-05,3.0,0.403,9,249040,-8.33,0.295,6vlNyGDvAs8t0xM1yYYEE6,1,0,Lucky Soul: Baby I'M Broke
3384,3384,0.822,0.0974,107.977,0.0412,0.00218,0.0112,4.0,0.782,3,165120,-3.667,0.694,7or26qS3BfpTtWO3BFw5GE,1,48,Amy Winehouse: Addicted
3385,3385,0.827,0.0916,103.044,0.0555,0.0197,3.88e-06,4.0,0.646,11,202733,-3.651,0.814,3nypYvHtEnXd1PaYp9qAvu,0,32,Ghostface Killah & Amy Winehouse: You Know I'M No Good
3386,3386,0.646,0.316,144.773,0.0372,0.031,0.0161,3.0,0.363,4,200107,-8.596,0.0675,4qYNpNZdTSQw0gjnwlTPVq,1,24,Metric: Ending Start
3387,3387,0.357,0.0871,130.952,0.0323,0.263,0.0,4.0,0.519,9,228293,-8.011,0.326,1lhJzODuKIFtCF0Hz8y330,1,26,The Decemberists: The Soldiering Life
3388,3388,0.987,0.349,158.103,0.121,0.00485,0.127,4.0,0.416,5,186227,-3.748,0.535,5VQ5NPn0I1ZbpHnHNIoZOr,0,26,Metric: Handshakes
3389,3389,0.861,0.0825,120.011,0.0316,0.00888,0.0435,4.0,0.571,8,284720,-4.483,0.618,3dQLuIGmV2HDN212uOjMQh,0,33,Metric: Poster Of A Girl
3390,3390,0.654,0.154,117.89,0.0339,0.01,0.167,4.0,0.361,10,255480,-4.36,0.366,3WxMnLWbDdWvkZDskaWdXJ,1,15,The Rapture: Love Is All
3391,3391,0.71,0.281,122.49,0.0621,0.0453,0.00163,4.0,0.623,7,251920,-7.985,0.466,4DwMljHzlmdU1PPbhy3NCU,1,32,Jens Lekman: Sipping On The Sweet Nectar
3392,3392,0.543,0.0696,170.046,0.031,0.463,0.0537,4.0,0.326,7,380213,-10.02,0.212,5hqN2hUc0FdCSwdgDVFJtr,1,40,Arcade Fire: In The Backseat
3393,3393,0.489,0.197,78.924,0.036,0.307,0.0348,4.0,0.165,0,287360,-8.655,0.313,5eznrDnlK0rtyG8hlVFJs7,0,44,Arcade Fire: My Body Is A Cage
3394,3394,0.845,0.104,120.047,0.0418,0.0039,0.888,4.0,0.519,11,231173,-6.527,0.681,5rRlfpbkStK8JwO2N3jkmX,1,12,The Tough Alliance: The New School
3395,3395,0.617,0.344,178.589,0.044,0.36,7.72e-06,4.0,0.455,2,300507,-5.563,0.529,0b1Cpu2geO7om7aW066a7K,1,42,Jens Lekman: A Postcard To Nina
3396,3396,0.345,0.133,95.108,0.04,0.431,0.0,4.0,0.244,7,179373,-11.089,0.328,2WbuPzYFOUynp3gKur5QQ1,1,32,Jens Lekman: And I Remember Every Kiss
3397,3397,0.62,0.147,84.396,0.0383,0.482,0.0,4.0,0.47,0,256333,-5.907,0.513,0LjyfGDTHiKfdIa85y5oti,1,28,Jens Lekman: Friday Night At The Drive-In Bingo
3398,3398,0.365,0.898,102.343,0.0404,0.92,1.55e-06,4.0,0.334,2,198400,-10.627,0.2,6c2hQs6pxhYySkmdgxQAYt,0,11,Beat Happening: The This Many Boyfriends Club
3399,3399,0.812,0.834,123.841,0.0394,6.62e-05,0.0073,4.0,0.688,7,275373,-6.294,0.548,28PYfU2cTIMCF782T9p6sc,1,24,The Rapture: Don Gon Do It
3400,3400,0.168,0.283,74.63,0.0997,0.744,0.0,4.0,0.68,7,293147,-11.023,0.181,2BK4RO4S66gu7Nb8LF4ANc,1,35,The Dresden Dolls: Missed Me
3401,3401,0.799,0.0654,178.293,0.105,0.165,0.0,3.0,0.407,8,181507,-6.25,0.559,0AEPP2eTyzjU0C6IEmroVO,1,30,The Dresden Dolls: Bad Habit
3402,3402,0.293,0.237,110.817,0.0323,0.652,0.000509,4.0,0.414,2,357187,-10.469,0.139,7AwhnHPtsj2V5a5gxjt5WB,0,31,The Dresden Dolls: Half Jack
3403,3403,0.62,0.0792,86.009,0.0522,0.0351,0.0464,4.0,0.63,1,260227,-6.347,0.595,3T28jUJgz3QDIFQHm5gVvR,1,18,Mandalay: This Life
3404,3404,0.498,0.101,88.838,0.0272,0.253,0.00132,4.0,0.251,7,150000,-8.995,0.337,5tjHC6InhhtXQKCLcze6BN,0,27,"The Good, The Bad & The Queen: Green Fields"
3405,3405,0.652,0.254,145.068,0.0297,0.0388,0.552,4.0,0.444,9,227348,-9.366,0.358,6a5GKKW5x6w8W5QPkrcl4l,0,23,"The Good, The Bad & The Queen: The Bunting Song"
3406,3406,0.749,0.0744,135.259,0.029,0.0458,0.786,4.0,0.477,5,239190,-6.093,0.302,5eyuiPhFR4TeguD3xjh4O6,1,35,"The Good, The Bad & The Queen: Herculean"
3407,3407,0.723,0.286,134.042,0.0285,0.103,0.000341,4.0,0.462,7,164013,-4.987,0.194,4ptHRYPFdzn6FGxTNDI2Vi,1,30,"The Good, The Bad & The Queen: Kingdom Of Doom"
3408,3408,0.643,0.355,160.099,0.0448,0.0642,0.153,4.0,0.424,9,185045,-10.477,0.6,3NNQX4orAyZ0nRkQAqgh1D,0,37,"The Good, The Bad & The Queen: History Song"
3409,3409,0.225,0.112,144.641,0.0296,0.984,0.74,4.0,0.632,4,254053,-13.423,0.661,5OojmQ36TXkfL2JfoFJcaq,1,48,Sufjan Stevens: All The Trees Of The Field Will Clap Their Hands
3410,3410,0.559,0.115,82.883,0.0287,0.0153,0.813,4.0,0.47,4,213693,-9.628,0.173,6GQhtxIQcsqFv98W83O1G0,0,29,Hooverphonic: Eden
3411,3411,0.428,0.116,116.874,0.0287,0.804,0.0,3.0,0.597,9,262160,-8.837,0.146,3f5xD3jYhKIq0mzJLFGJgC,0,18,Robert Wyatt: You You
3412,3412,0.618,0.487,122.377,0.0421,0.617,2.22e-06,4.0,0.631,7,159373,-9.664,0.664,1AplEQktuV5nyVhBeQypu1,1,20,The Monkees: Cuddly Toy
3413,3413,0.968,0.831,113.175,0.308,0.0314,0.0,4.0,0.604,4,242266,-5.104,0.481,2hQCzcb3qyZirWzOD5Yzoj,1,54,Justice: D.A.N.C.E.
3414,3414,0.679,0.0647,120.898,0.0487,0.184,0.0,4.0,0.308,4,287267,-5.723,0.402,576zXiylYlE9iuVPKBJ3Sz,1,16,"Sunset Rubdown: Up On Your Leopard, Upon The End Of Your Feral Days"
3415,3415,0.357,0.126,140.331,0.0417,0.926,0.000258,4.0,0.328,1,143667,-11.065,0.416,1vzr26xx2gpidwOSAR6jQk,1,11,Sunset Rubdown: Setting Vs. Rising
3416,3416,0.57,0.279,108.591,0.0309,0.678,0.733,4.0,0.231,0,290120,-7.38,0.0375,1iZKRGiqrSAuokLYW3I2Ry,1,11,"Sunset Rubdown: Colt Stands Up, Grows Horns"
3417,3417,0.872,0.336,134.039,0.0529,4.27e-05,0.000268,4.0,0.422,1,224613,-6.391,0.49,0zgHT7qHWNUktJxVzzaQve,1,15,The Rapture: Calling Me
3418,3418,0.988,0.114,140.957,0.131,0.000443,0.00287,4.0,0.335,9,272040,-3.737,0.159,718Wh2mejTYA2DnLGJADUo,1,10,Blood Red Shoes: This Is Not For You
3419,3419,0.983,0.0324,164.358,0.263,0.00797,2e-05,4.0,0.255,9,222187,-3.444,0.228,2L2SH1OuovYUEHMae0wd1V,0,12,Blood Red Shoes: You Bring Me Down
3420,3420,0.738,0.0725,129.078,0.0396,0.00128,0.653,4.0,0.497,5,215827,-4.09,0.596,6B182GP3TvEfmgUoIMVUSJ,1,58,Interpol: Evil
3421,3421,0.59,0.112,125.998,0.0294,0.0248,0.16,4.0,0.634,6,231453,-7.66,0.459,5kNbpvJ5b6R9Zqfm6c9sIX,1,44,Goldfrapp: Strict Machine
3422,3422,0.923,0.746,153.659,0.169,0.0109,0.0,4.0,0.646,9,213067,-3.108,0.743,6btyEL6NwUa97Nex9cZFvo,1,61,The Black Eyed Peas: Pump It
3423,3423,0.893,0.356,129.664,0.046,0.0207,3.21e-05,4.0,0.643,0,294747,-5.29,0.707,1UsGfBDCXxwmg1BoumR7jn,1,38,Spoon: Finer Feelings
3424,3424,0.695,0.0579,142.244,0.0443,0.838,0.293,4.0,0.903,9,214733,-9.824,0.797,2rgVugn1vNhKuhbdU8v9J2,0,38,Spoon: The Ghost Of You Lingers
3425,3425,0.491,0.285,95.424,0.035,0.615,1.34e-06,4.0,0.349,4,273293,-8.025,0.356,1TZqivA5YexWtdTQHzbqD4,1,39,Okkervil River: John Allyn Smith Sails
3426,3426,0.128,0.1,127.274,0.0386,0.855,0.000288,3.0,0.405,1,322333,-12.529,0.149,53LCEJ0DTKlLSjjdAQj8Xv,0,19,Okkervil River: Title Track
3427,3427,0.446,0.0989,146.876,0.0322,0.722,2.28e-05,4.0,0.444,4,396933,-7.094,0.323,585OS1fmRjVIiRhNQL7Chv,1,30,Okkervil River: A Girl In Port
3428,3428,0.835,0.586,123.923,0.0719,4.27e-05,0.901,4.0,0.612,2,265173,-5.087,0.0363,2fLrWyJbfTZl2BbMA4jW1d,1,36,Justice: Waters Of Nazareth
3429,3429,0.933,0.27,126.941,0.134,0.00266,0.898,4.0,0.514,10,298586,-4.865,0.271,2R4nLNFAyIEpCUfW8FyRWs,0,35,Justice: Stress
3430,3430,0.726,0.647,116.95,0.189,0.0022,0.785,4.0,0.621,7,200826,-6.407,0.404,2UMF5GSrAqMdcMIzUASLk4,1,40,Justice: Phantom
3431,3431,0.878,0.372,114.966,0.342,0.03,2.17e-06,4.0,0.65,0,216893,-4.657,0.801,5FpHiDnEiSW6rv0Na8JRli,1,35,Justice: Newjack
3432,3432,0.55,0.112,150.033,0.0324,0.105,0.00231,4.0,0.602,4,206573,-6.984,0.749,1RlSGqUgFqPdZTu72RStD3,1,24,The Essex Green: Don'T Know Why (You Stay)
3433,3433,0.787,0.362,114.361,0.441,0.837,0.18,1.0,0.281,11,98613,-14.736,0.18,4pEThNa7zLtBPf5ZnXfvHk,0,22,Grizzly Bear: Plans (Terrible Vs. Nonhorse Sounds Edit)
3434,3434,0.237,0.11,171.685,0.0334,0.56,0.385,4.0,0.429,9,263013,-9.745,0.319,4QtfEsn9cc392Mb9t8tx9j,0,34,Grizzly Bear: He Hit Me
3435,3435,0.396,0.218,101.571,0.0679,0.0827,0.00212,4.0,0.489,7,223787,-10.224,0.0642,09qrKDU4NHt892jtAcZgiU,1,31,Little Dragon: Wink
3436,3436,0.455,0.048,134.772,0.151,0.653,6.48e-05,4.0,0.631,7,286413,-8.541,0.547,2OcJNw7K8cYs4FKoh8aEow,1,40,The Dresden Dolls: Coin-Operated Boy
3437,3437,0.197,0.0725,136.12,0.0346,0.977,0.0139,4.0,0.394,2,186187,-11.719,0.241,49Su9fsYwmnnuJSyxj48kL,0,60,Little Dragon: Twice
3438,3438,0.307,0.107,96.229,0.033,0.813,0.00959,4.0,0.423,9,236227,-15.133,0.276,56ELuBUDZz2W5S6298R1x6,0,11,Azure Ray: Look To Me
3439,3439,0.284,0.198,50.556,0.0381,0.93,4.72e-05,5.0,0.351,3,137933,-11.568,0.1,1IMwo7ZgF2851C4F0GMmZS,1,1,Robert Wyatt: Mob Rule
3440,3440,0.691,0.205,119.982,0.0403,0.184,0.0259,4.0,0.746,4,258453,-7.533,0.884,3yQFmN8A5S8Kf1nUJuvb01,0,55,Crystal Castles: Crimewave
3441,3441,0.131,0.117,102.096,0.033,0.887,3.61e-06,4.0,0.447,5,339507,-13.699,0.229,5t2SPirir2kgpVC7ajGqAd,0,16,Diana Krall: Departure Bay
3442,3442,0.486,0.121,123.555,0.0327,0.0812,6.08e-05,4.0,0.676,9,247200,-10.457,0.669,411Ecgzht1ky1mKDSl1N7R,0,55,Everything But The Girl: Missing
3443,3443,0.714,0.287,102.848,0.041,0.0393,0.0532,4.0,0.572,11,265853,-7.684,0.61,52RY68FBYjS3HU0cwsCPhS,1,18,Kylie Minogue: Confide In Me
3444,3444,0.871,0.122,87.903,0.0445,0.0506,0.000582,4.0,0.395,5,269987,-4.082,0.139,2qv6LjzAS5vMzHmygOMl1C,0,39,Within Temptation: Stand My Ground
3445,3445,0.547,0.132,115.545,0.0631,0.0238,0.576,4.0,0.939,5,266307,-6.103,0.602,1LytkZ67Tquo5A5TyzqVcZ,1,49,Ratatat: Seventeen Years
3446,3446,0.751,0.165,125.026,0.0285,0.181,0.0033,4.0,0.683,4,256383,-11.962,0.917,7MtipudTyTwfoyzUZ0KVsT,0,22,The Divine Comedy: Diva Lady
3447,3447,0.537,0.203,121.949,0.0763,0.194,3.74e-06,4.0,0.87,1,217147,-8.615,0.826,5heY76pKiQAt9ohzK2xDR0,1,27,Róisín Murphy: Footprints
3448,3448,0.83,0.0516,120.984,0.027,0.000473,1.28e-05,4.0,0.57,2,241613,-6.226,0.764,4BHoo03h6z0yBvgC8nlVK7,1,29,Róisín Murphy: Movie Star
3449,3449,0.455,0.0849,73.536,0.0395,0.657,0.000562,4.0,0.184,10,314333,-6.922,0.29,5qgnjABlHZD3EY35GMXdGR,1,14,Sunset Rubdown: For The Pier (And Dead Shimmering)
3450,3450,0.752,0.0737,110.003,0.0315,0.101,0.832,4.0,0.727,11,214680,-4.633,0.739,3Xw3yp1iuYl3n8oKmWk7YG,0,42,Ratatat: Kennedy
3451,3451,0.848,0.276,120.024,0.055,0.00162,0.144,4.0,0.808,1,217014,-8.166,0.301,2fruvSNFF0yDdIUHtocnFR,0,18,The Rapture: Killing
3452,3452,0.535,0.0564,105.982,0.0409,0.0171,1.26e-06,4.0,0.942,0,239827,-9.581,0.93,4W6RXZIwBitvWv0oQEWA0j,1,26,The Knife: Got 2 Let U
3453,3453,0.812,0.151,193.985,0.0973,0.0217,0.0164,4.0,0.295,9,295547,-7.28,0.168,0xF3z8t1k3wceLvCESjNrx,0,30,Unkle: Burn My Shadow
3454,3454,0.434,0.162,142.087,0.0389,0.537,0.00613,3.0,0.46,9,165093,-12.062,0.282,0OPistpJOuG4tFydj4iqza,0,1,Howling Bells: I'M Not Afraid
3455,3455,0.903,0.254,101.001,0.0376,0.00368,0.682,4.0,0.477,4,301493,-6.062,0.332,3DdXqYCieh73dfbT54suy9,0,22,Unkle: Hold My Hand
3456,3456,0.576,0.0802,100.002,0.0703,0.117,0.00927,4.0,0.859,2,185427,-8.631,0.978,0euk28DJJNzaSx24XukPSK,1,26,The Knife: You Make Me Like Charity
3457,3457,0.425,0.304,161.774,0.032,0.896,0.000819,3.0,0.314,5,217573,-9.379,0.454,2zPVWY47gjrIAVHXQ5wfd9,1,36,Beirut: A Sunday Smile
3458,3458,0.534,0.182,171.371,0.0701,0.706,0.0104,3.0,0.572,2,158867,-14.171,0.858,3lXxZrbTtn7pSmMT4GdxPE,1,2,Ezginin Günlüğü: Nazeleme
3459,3459,0.782,0.0881,98.926,0.0274,0.143,0.728,3.0,0.517,2,139593,-7.757,0.891,4QWIK0sLhlT2J7DOuKdijP,1,18,The Turtles: Grim Reaper Of Love
3460,3460,0.911,0.166,94.621,0.0547,4e-05,0.0131,4.0,0.298,1,203653,-4.719,0.444,19BpODuAmQBxnKTY0IGLFH,0,32,Alesana: This Conversation Is Over
3461,3461,0.775,0.152,124.335,0.0315,0.271,0.000754,4.0,0.489,6,141840,-11.057,0.933,7Ko8eQ58gmHF8m3drHGUZT,1,41,The Turtles: She'D Rather Be With Me
3462,3462,0.0432,0.143,115.832,0.0373,0.99,0.474,3.0,0.42,6,225613,-22.823,0.238,0DhZB1nXeyZcCvedppY5Wd,1,15,Pj Harvey: Before Departure
3463,3463,0.299,0.0512,134.979,0.032,0.931,0.0197,4.0,0.516,9,185947,-12.087,0.0886,63xELEu2i48btNc5T1L4zk,0,18,Pj Harvey: Silence
3464,3464,0.0854,0.364,64.494,0.0305,0.954,0.0,3.0,0.519,0,117427,-16.655,0.36,1eqENjZS8hTmOJWRUb3yp2,1,23,Pj Harvey: Broken Harp
3465,3465,0.393,0.107,204.918,0.0336,0.89,0.0261,4.0,0.294,5,142400,-13.884,0.36,6T74sWvcHvSAO5prlk5dDw,0,26,Pj Harvey: When Under Ether
3466,3466,0.319,0.163,144.155,0.0279,0.857,0.244,3.0,0.268,10,201907,-11.996,0.0788,4GAdh4UqPh6vQGLadG5wVU,0,18,Pj Harvey: Grow Grow Grow
3467,3467,0.711,0.103,103.555,0.0531,0.521,0.0,4.0,0.673,2,249093,-7.379,0.51,3P4skIO0EF1c3C93GNwQpa,1,31,Tegan And Sara: My Number
3468,3468,0.554,0.194,129.997,0.0269,0.159,7.63e-06,4.0,0.514,9,261747,-7.301,0.191,3vSmM67fdc3v5hVZFNQzld,0,17,Pain Of Salvation: Second Love
3469,3469,0.568,0.0997,107.849,0.0276,0.00797,0.0,4.0,0.614,7,293960,-5.477,0.51,3YuaBvuZqcwN3CEAyyoaei,0,69,Audioslave: Like A Stone
3470,3470,0.966,0.596,102.199,0.0536,0.000731,0.0775,4.0,0.527,9,492306,-6.836,0.239,5CPXR6lDTvngxtmMZxnWmC,1,56,Dream Theater: Pull Me Under
3471,3471,0.473,0.0903,91.84,0.0255,0.231,0.00306,4.0,0.596,9,262773,-8.064,0.163,1UkodZtcSjNNXGEbBR35eQ,0,30,Him: Gone With The Sin
3472,3472,0.901,0.124,155.904,0.0468,6.46e-05,4.64e-05,4.0,0.459,7,243736,-4.568,0.31,4vM4pg4hwediQXCtj21tnI,1,40,Him: Right Here In My Arms
3473,3473,0.628,0.143,77.785,0.0306,0.0203,0.32,4.0,0.217,11,537507,-9.286,0.27,3YRCqOhFifThpSRFJ1VWFM,1,65,Guns N' Roses: November Rain
3474,3474,0.81,0.321,130.078,0.0656,0.00217,0.169,4.0,0.464,6,251147,-5.543,0.239,53yBfGozCZOAqaM16PwMKP,1,45,"Rammstein: Reise, Reise"
3475,3475,0.899,0.196,147.992,0.064,0.0113,1.69e-05,4.0,0.496,6,264907,-5.828,0.392,1aC1IBAETh2XYGOE8kCC6t,0,46,3 Doors Down: Loser
